epoch,loss,lr,val_loss
0,1.3170887231826782,1e-04,1.3505159616470337
1,0.6943537592887878,1e-04,0.7875484824180603
2,0.4574826657772064,1e-04,0.49803024530410767
3,0.33119332790374756,1e-04,0.37717121839523315
4,0.25119975209236145,1e-04,0.30953118205070496
5,0.19951000809669495,1e-04,0.29101598262786865
6,0.16426685452461243,1e-04,0.2689434885978699
7,0.13382156193256378,1e-04,0.2264496237039566
8,0.10990157723426819,1e-04,0.2887350618839264
9,0.09746147692203522,1e-04,0.21069112420082092
10,0.08471675962209702,1e-04,0.1766827255487442
11,0.07479279488325119,1e-04,0.17911876738071442
12,0.06486765295267105,1e-04,0.18555420637130737
13,0.056934647262096405,1e-04,0.17024292051792145
14,0.04829168692231178,1e-04,0.16239622235298157
15,0.049014583230018616,1e-04,0.14814573526382446
16,0.040815163403749466,1e-04,0.17001298069953918
17,0.0376681350171566,1e-04,0.1709018498659134
18,0.03636311739683151,1e-04,0.135245680809021
19,0.035001490265131,1e-04,0.12323329597711563
20,0.03314770758152008,1e-04,0.13066649436950684
21,0.031136885285377502,1e-04,0.14419999718666077
22,0.02944444678723812,1e-04,0.11748679727315903
23,0.02797633595764637,1e-04,0.11242734640836716
24,0.02743459679186344,1e-04,0.1372353881597519
25,0.024805082008242607,1e-04,0.12047263979911804
26,0.023591946810483932,1e-04,0.13842090964317322
27,0.022546211257576942,1e-04,0.09118412435054779
28,0.022221015766263008,1e-04,0.08910433202981949
29,0.021808845922350883,1e-04,0.06943701952695847
30,0.020986739546060562,1e-04,0.09476975351572037
31,0.019990840926766396,1e-04,0.0738564282655716
32,0.01920291781425476,1e-04,0.09271753579378128
33,0.018523627892136574,1e-04,0.06671115756034851
34,0.017934154719114304,1e-04,0.05755045637488365
35,0.017809392884373665,1e-04,0.06673507392406464
36,0.017439812421798706,1e-04,0.05090980604290962
37,0.01683870330452919,1e-04,0.06773237138986588
38,0.016313297674059868,1e-04,0.067120760679245
39,0.01612425595521927,1e-04,0.07248678803443909
40,0.01606380008161068,1e-04,0.04942597076296806
41,0.01572951301932335,1e-04,0.07768851518630981
42,0.015562658198177814,1e-04,0.05303535610437393
43,0.01539165060967207,1e-04,0.049131784588098526
44,0.0150923365727067,1e-04,0.045881956815719604
45,0.014721808023750782,1e-04,0.04331031069159508
46,0.014347188174724579,1e-04,0.047191180288791656
47,0.013970872387290001,1e-04,0.0491236187517643
48,0.013823551125824451,1e-04,0.04366911202669144
49,0.01435156911611557,1e-04,0.0429835170507431
50,0.014742495492100716,1e-04,0.04815474897623062
51,0.014859851449728012,1e-04,0.038113608956336975
52,0.014679507352411747,1e-04,0.04475206509232521
53,0.0145114129409194,1e-04,0.05581498146057129
54,0.014269230887293816,1e-04,0.04304984584450722
55,0.014324678108096123,1e-04,0.0412936769425869
56,0.014466571621596813,1e-04,0.03573644533753395
57,0.014149939641356468,1e-04,0.038281138986349106
58,0.014329985715448856,1e-04,0.038184769451618195
59,0.014348897151648998,1e-04,0.03720424696803093
60,0.014026551507413387,1e-04,0.03630079701542854
61,0.014182702638208866,1e-04,0.03522242233157158
62,0.014175892807543278,1e-04,0.03635159507393837
63,0.013949147425591946,1e-04,0.03422107174992561
64,0.013655785471200943,1e-04,0.03731289505958557
65,0.013761698268353939,1e-04,0.033403124660253525
66,0.013808727264404297,1e-04,0.03753312677145004
67,0.013591419905424118,1e-04,0.03237302973866463
68,0.013477210886776447,1e-04,0.03788047656416893
69,0.01342752669006586,1e-04,0.03414349630475044
70,0.013373504392802715,1e-04,0.03311745822429657
71,0.013281749561429024,1e-04,0.03424714505672455
72,0.013201174326241016,1e-04,0.034547217190265656
73,0.012561164796352386,1e-05,0.029995011165738106
74,0.012497742660343647,1e-05,0.030196508392691612
75,0.01243556011468172,1e-05,0.030135396867990494
76,0.012391770258545876,1e-05,0.029567571356892586
77,0.012428534217178822,1e-05,0.029978126287460327
78,0.012475759722292423,1e-05,0.029779991135001183
79,0.012492786161601543,1e-05,0.030327381566166878
80,0.012427556328475475,1e-05,0.02994563989341259
81,0.01241313386708498,1e-05,0.0297586377710104
82,0.012431610375642776,1e-06,0.029965218156576157
83,0.01245320588350296,1e-06,0.030581872910261154
84,0.01246015913784504,1e-06,0.030061261728405952
85,0.012457471340894699,1e-06,0.030081167817115784
86,0.01252313144505024,1e-06,0.029752181842923164
87,0.012619618326425552,1e-07,0.029950270429253578
88,0.012623569928109646,1e-07,0.02988462522625923
89,0.01254504919052124,1e-07,0.0298601184040308
90,0.012604203075170517,1e-07,0.030194496735930443
91,0.012588776648044586,1e-07,0.02989329770207405
92,0.012629406526684761,1e-07,0.030155031010508537
93,0.012589886784553528,1e-07,0.029905376955866814
94,0.012555026449263096,1e-07,0.0299513079226017
95,0.012542781420052052,1e-07,0.03033534064888954
96,0.012562139891088009,1e-07,0.02992400713264942
